Wavelength_nm,Parans 54m,Parans 25m,Fluorescent lamp FL5,Cool white LED,Warm white LED,Daylight through glass,Unfiltered daylight
593,0.867023723,0.860994523,0.34563340000000004,0.9597698,0.8381270000000001,0.796434178,0.9351156
594,0.86536026,0.859385886,0.3411192,0.9659274000000001,0.8381270000000001,0.796065993,0.9411848
595,0.8646734509999999,0.85816808,0.33660500000000004,0.9720850000000001,0.8381270000000001,0.795697808,0.947254
596,0.8650074040000001,0.85853059,0.33155100000000004,0.9746420000000001,0.8376886,0.795329623,0.947254
597,0.864616742,0.857828227,0.32649700000000004,0.977199,0.8372502,0.794961438,0.947254
598,0.860735327,0.854084182,0.321443,0.9797560000000001,0.8368118,0.794593253,0.947254
599,0.8572697770000001,0.8505893609999999,0.316389,0.982313,0.8363734,0.794225068,0.947254
600,0.854226395,0.8473834159999999,0.311335,0.98487,0.835935,0.793856883,0.947254
601,0.849015469,0.8422686309999999,0.3058394,0.9876848,0.8336812,0.7911423133,0.9507222000000001
602,0.850382786,0.843560072,0.3003438,0.9904996,0.8314274,0.7884277436,0.9541904000000001
603,0.8529472920000001,0.846142953,0.2948482,0.9933144,0.8291736,0.7857131739000001,0.9576586
604,0.855600013,0.848561573,0.2893526,0.9961292,0.8269198,0.7829986042,0.9611268000000001
605,0.852846476,0.845922049,0.283857,0.998944,0.824666,0.7802840345,0.9645950000000001
606,0.849198198,0.842245974,0.27836140000000004,0.9991552,0.8214784,0.7775694648,0.9638726000000001
607,0.84441574,0.837488034,0.27286580000000005,0.9993664,0.8182908,0.7748548950999999,0.9631502000000001
608,0.8321791999999999,0.824958793,0.2673702,0.9995776000000001,0.8151032,0.7721403254,0.9624278
609,0.8267540409999999,0.820087569,0.2618746,0.9997888,0.8119156,0.7694257556999999,0.9617054
610,0.823754765,0.8164738,0.256379,1.0,0.808728,0.766711186,0.960983
611,0.818581645,0.811172096,0.2509816,0.9987684,0.8044656,0.7622726071,0.9566476
612,0.81394411,0.806657717,0.24558420000000003,0.9975368,0.8002032,0.7578340282,0.9523122
613,0.81022022,0.803259189,0.24018680000000003,0.9963052,0.7959408,0.7533954493,0.9479768
614,0.80460603,0.797532668,0.2347894,0.9950736,0.7916784,0.7489568704,0.9436414
615,0.79091396,0.78433505,0.229392,0.993842,0.787416,0.7445182914999999,0.939306
616,0.788727513,0.782092021,0.2241908,0.9899012,0.7807518,0.7400797125999999,0.9423408
617,0.78807851,0.781248053,0.2189896,0.9859604,0.7740876,0.7356411337,0.9453756
618,0.7942660909999999,0.7872068059999999,0.2137884,0.9820196,0.7674234,0.7312025548,0.9484103999999999
619,0.796635267,0.7893762,0.2085872,0.9780787999999999,0.7607592,0.7267639759,0.9514451999999999
620,0.795211241,0.787807213,0.20338599999999998,0.974138,0.754095,0.722325397,0.9544799999999999
621,0.7874799159999999,0.77986032,0.19862639999999998,0.9670936,0.746701,0.7145766394999999,0.9484105999999999
622,0.7808764690000001,0.773669335,0.19386679999999998,0.9600491999999999,0.7393069999999999,0.706827882,0.9423411999999999
623,0.7740335840000001,0.7668949340000001,0.1891072,0.9530048,0.731913,0.6990791245,0.9362718
624,0.761337072,0.753889899,0.1843476,0.9459603999999999,0.724519,0.6913303670000001,0.9302024
625,0.756453798,0.74869015,0.179588,0.938916,0.717125,0.6835816095,0.924133
626,0.7506064709999999,0.742765383,0.1751228,0.9296426,0.7096506,0.675832852,0.9213874
627,0.746296588,0.737939472,0.1706576,0.9203692,0.7021762,0.6680840945000001,0.9186418
628,0.735572288,0.727205787,0.1661924,0.9110957999999999,0.6947017999999999,0.660335337,0.9158961999999999
629,0.7313317159999999,0.722974619,0.1617272,0.9018223999999999,0.6872273999999999,0.6525865795000001,0.9131505999999999
630,0.728855424,0.720544671,0.15726199999999999,0.8925489999999999,0.6797529999999999,0.6448378220000001,0.9104049999999999
631,0.7286348890000001,0.720589985,0.15343479999999998,0.8824299999999999,0.6718329999999999,0.6427882706000001,0.9161851999999999
632,0.729573737,0.721569894,0.14960759999999998,0.872311,0.663913,0.6407387192,0.9219653999999999
633,0.7308465390000001,0.7228669990000001,0.1457804,0.8621920000000001,0.6559929999999999,0.6386891678000001,0.9277456
634,0.732163448,0.724050819,0.1419532,0.8520730000000001,0.648073,0.6366396164,0.9335258
635,0.7312372009999999,0.723257829,0.138126,0.8419540000000001,0.640153,0.634590065,0.939306
636,0.7308969470000001,0.722980283,0.134544,0.8309876,0.6309939999999999,0.6325405136000001,0.9407512
637,0.73053779,0.722300577,0.130962,0.8200212,0.6218349999999999,0.6304909622,0.9421963999999999
638,0.7286663940000001,0.720346423,0.12738,0.8090548000000001,0.612676,0.6284414108,0.9436416
639,0.723795722,0.7157640740000001,0.123798,0.7980884,0.603517,0.6263918594,0.9450867999999999
640,0.713336064,0.705285278,0.120216,0.787122,0.5943579999999999,0.624342308,0.9465319999999999
641,0.71066444,0.7025834479999999,0.1170756,0.7761466,0.5851987999999999,0.6166637707,0.9447977999999999
642,0.709095492,0.700940826,0.1139352,0.7651712,0.5760396,0.6089852334,0.9430636
643,0.7085221009999999,0.7001591640000001,0.1107948,0.7541958,0.5668804,0.6013066961,0.9413294
644,0.7006458520000001,0.6923085640000001,0.10765440000000001,0.7432204,0.5577212,0.5936281588,0.9395952000000001
645,0.694262941,0.68591933,0.10451400000000001,0.732245,0.548562,0.5859496215,0.9378610000000001
646,0.686897073,0.678442568,0.10186440000000001,0.7221056,0.5394066,0.5782710842,0.9319362000000001
647,0.674036735,0.665579138,0.0992148,0.7119662,0.5302512,0.5705925468999999,0.9260114
648,0.66864308,0.660430367,0.0965652,0.7018268,0.5210958,0.5629140096,0.9200866000000001
649,0.668050786,0.659223889,0.0939156,0.6916874,0.5119404000000001,0.5552354723,0.9141618
650,0.666973315,0.658334608,0.091266,0.6815479999999999,0.502785,0.547556935,0.9082370000000001
651,0.669380297,0.6606342789999999,0.0889598,0.6705726,0.4936222,0.5423638305,0.9
652,0.6698213670000001,0.660957139,0.0866536,0.6595972,0.48445940000000004,0.537170726,0.8917630000000001
653,0.658000693,0.6489263479999999,0.0843474,0.6486217999999999,0.4752966,0.5319776215,0.883526
654,0.63716329,0.6285351779999999,0.0820412,0.6376464,0.46613380000000004,0.5267845170000001,0.8752890000000001
655,0.6165401220000001,0.608364911,0.079735,0.626671,0.456971,0.5215914125000001,0.867052
656,0.605368451,0.596962848,0.0776742,0.6157252,0.4486444,0.5163983080000001,0.875
657,0.6164015,0.608076036,0.0756134,0.6047794,0.4403178,0.5112052035000001,0.8829480000000001
658,0.633830062,0.624864767,0.0735526,0.5938336000000001,0.4319912,0.506012099,0.890896
659,0.646457263,0.637246739,0.0714918,0.5828878000000001,0.4236646,0.5008189945,0.8988440000000001
660,0.655020321,0.645697746,0.06943099999999999,0.5719420000000001,0.415338,0.49562589,0.906792
661,0.65577014,0.646513393,0.06776259999999999,0.5609666000000001,0.4074278,0.49160610790000003,0.9095376000000001
662,0.654402823,0.645063354,0.06609419999999999,0.5499912,0.3995176,0.4875863258,0.9122832000000001
663,0.649670773,0.640294086,0.06442579999999999,0.5390158,0.3916074,0.4835665437,0.9150288000000001
664,0.647364607,0.6381700060000001,0.06275739999999999,0.5280404,0.38369719999999996,0.4795467616,0.9177744000000001
665,0.645335686,0.6362555010000001,0.061089,0.517065,0.375787,0.4755269795,0.9205200000000001
666,0.64132195,0.631916713,0.059616999999999996,0.5060782,0.36828839999999996,0.4715071974,0.9219652
667,0.638763744,0.6295830570000001,0.058144999999999995,0.4950914,0.3607898,0.4674874153,0.9234104000000001
668,0.637238902,0.6279970770000001,0.056673,0.4841046,0.35329119999999997,0.4634676332,0.9248556
669,0.631895655,0.62261041,0.055201,0.47311780000000003,0.3457926,0.45944785109999997,0.9263008
670,0.62738414,0.6183225999999999,0.053729,0.462131,0.338294,0.455428069,0.927746
671,0.62384928,0.614963721,0.0524532,0.4528328,0.331644,0.4498906093,0.9260117999999999
672,0.6188210829999999,0.6096903370000001,0.0511774,0.4435346,0.324994,0.4443531496,0.9242775999999999
673,0.616666142,0.6076738770000001,0.049901600000000004,0.43423639999999997,0.31834399999999996,0.43881568989999997,0.9225434
674,0.614410384,0.605600775,0.048625800000000004,0.4249382,0.31169399999999997,0.4332782302,0.9208092
675,0.609993384,0.600899477,0.04735,0.41563999999999995,0.305044,0.42774077050000003,0.919075
676,0.608222803,0.599245527,0.0462706,0.40638319999999994,0.2992216,0.4222033108,0.918208
677,0.605708705,0.596906206,0.0451912,0.3971264,0.29339919999999997,0.41666585110000004,0.917341
678,0.604076746,0.5950653370000001,0.0441118,0.3878696,0.2875768,0.4111283914,0.916474
679,0.59842475,0.589486086,0.0430324,0.3786128,0.2817544,0.40559093170000005,0.915607
680,0.595381368,0.586738942,0.041953,0.369356,0.275932,0.400053472,0.91474
681,0.593138212,0.584252352,0.0410206,0.3609404,0.2699376,0.3897317169,0.9013006
682,0.584625563,0.57594295,0.0400882,0.3525248,0.2639432,0.37940996180000003,0.8878612
683,0.579660376,0.57111704,0.039155800000000004,0.3441092,0.2579488,0.36908820670000003,0.8744218
684,0.57426042,0.565741701,0.038223400000000005,0.33569360000000004,0.25195439999999997,0.35876645160000004,0.8609824
685,0.524696764,0.516083536,0.037291000000000005,0.327278,0.24595999999999998,0.3484446965,0.847543
686,0.495756277,0.487156395,0.037094800000000004,0.3200874,0.2419064,0.3381229414,0.8332368
687,0.47384140399999997,0.465156587,0.036898600000000004,0.31289680000000003,0.2378528,0.3278011863,0.8189306000000001
688,0.46536026,0.456614952,0.0367024,0.3057062,0.23379919999999998,0.3174794312,0.8046244
689,0.478126083,0.46929712799999995,0.0365062,0.2985156,0.2297456,0.3071576761,0.7903182000000001
690,0.48902051,0.480342345,0.03631,0.291325,0.225692,0.296835921,0.776012
691,0.503859362,0.49579432100000004,0.0352306,0.2841376,0.2209026,0.2953366129,0.7881506
692,0.5050439489999999,0.497182054,0.0341512,0.2769502,0.2161132,0.2938373048,0.8002892
693,0.503619924,0.496094524,0.0330718,0.2697628,0.2113238,0.2923379967,0.8124277999999999
694,0.503015028,0.49611151700000006,0.0319924,0.2625754,0.2065344,0.2908386886,0.8245663999999999
695,0.507973914,0.501214974,0.030913,0.255388,0.201745,0.28933938049999997,0.8367049999999999
696,0.512138874,0.505304536,0.030275,0.2490676,0.19733140000000002,0.2878400724,0.8380055999999999
697,0.510002835,0.503174792,0.029637,0.2427472,0.1929178,0.2863407643,0.8393061999999999
698,0.503771148,0.49704611200000004,0.028999,0.2364268,0.1885042,0.28484145619999995,0.8406068
699,0.49678334,0.49057758,0.028361,0.23010640000000002,0.1840906,0.28334214809999997,0.8419074
700,0.486525314,0.48034800899999996,0.027723,0.223786,0.179677,0.28184284,0.843208
701,0.48479884100000004,0.47884132799999996,0.0273306,0.218508,0.175639,0.2789400787,0.8459536
702,0.48529662,0.479464392,0.026938200000000002,0.21323,0.171601,0.2760373174,0.8486992
703,0.48681516,0.481022051,0.0265458,0.20795200000000003,0.167563,0.2731345561,0.8514448
704,0.487911534,0.482370134,0.026153400000000004,0.20267400000000002,0.163525,0.2702317948,0.8541904
705,0.487596484,0.481950982,0.025761000000000003,0.19739600000000002,0.159487,0.2673290335,0.856936
706,0.48607794299999996,0.480551921,0.025319400000000002,0.19398300000000002,0.1558924,0.2644262722,0.8575142
707,0.480010082,0.47461016,0.024877800000000002,0.19057000000000002,0.15229779999999998,0.2615235109,0.8580924
708,0.47733215700000003,0.472010286,0.0244362,0.187157,0.1487032,0.2586207496,0.8586706000000001
709,0.47343814,0.46819827,0.0239946,0.183744,0.1451086,0.2557179883,0.8592488
710,0.466179389,0.461134995,0.023553,0.180331,0.141514,0.252815227,0.859827
711,0.461245707,0.456201465,0.0230132,0.17551039999999998,0.1383368,0.24523629479999998,0.8510118
712,0.455978073,0.451341569,0.0224734,0.1706898,0.1351596,0.23765736259999998,0.8421966
713,0.442046564,0.43741326700000005,0.021933599999999998,0.1658692,0.1319824,0.23007843039999998,0.8333814
714,0.432046879,0.427370615,0.021393799999999998,0.16104860000000001,0.12880519999999998,0.22249949819999998,0.8245662
715,0.414920765,0.410394966,0.020853999999999998,0.156228,0.125628,0.21492056599999998,0.815751
716,0.365451624,0.361155953,0.020510399999999998,0.152035,0.12268739999999999,0.20734163379999998,0.7912858
717,0.33918276,0.335179867,0.0201668,0.147842,0.11974679999999999,0.19976270159999998,0.7668206
718,0.318704515,0.314749047,0.0198232,0.14364900000000003,0.1168062,0.19218376939999998,0.7423554
719,0.311407958,0.307396897,0.0194796,0.13945600000000002,0.1138656,0.1846048372,0.7178901999999999
720,0.31993951,0.31592720399999996,0.019136,0.13526300000000002,0.110925,0.177025905,0.693425
721,0.326517753,0.322327765,0.0188416,0.13150040000000002,0.1083344,0.1753541349,0.6972978
722,0.31615261,0.312268121,0.0185472,0.1277378,0.1057438,0.17368236480000002,0.7011706
723,0.30249834600000003,0.29879862,0.0182528,0.12397520000000001,0.1031532,0.17201059470000002,0.7050434
724,0.28952459,0.285991832,0.0179584,0.1202126,0.1005626,0.17033882460000002,0.7089162
725,0.27478655399999996,0.27121956199999997,0.017664,0.11645,0.097972,0.16866705450000002,0.712789
726,0.26902114,0.265447728,0.0174678,0.1128314,0.0957018,0.16699528440000003,0.7139306
727,0.261989225,0.258684656,0.017271599999999998,0.1092128,0.0934316,0.16532351430000003,0.7150722
728,0.24839797100000002,0.24494327300000002,0.0170754,0.1055942,0.0911614,0.1636517442,0.7162138
729,0.242443527,0.239347029,0.0168792,0.1019756,0.0888912,0.1619799741,0.7173554000000001
730,0.237862701,0.23465706,0.016683,0.098357,0.086621,0.160308204,0.718497
731,0.232153996,0.229049488,0.016634,0.0786856,0.0692968,0.15990255180000001,0.7346242000000001
732,0.22955168399999998,0.226449614,0.016585,0.0590142,0.0519726,0.15949689960000002,0.7507514000000001
733,0.22529851,0.222382708,0.016536000000000002,0.039342800000000004,0.034648399999999996,0.1590912474,0.7668786
734,0.210541571,0.207763372,0.016487,0.019671400000000006,0.017324199999999998,0.1586855952,0.7830058
735,0.20132951100000002,0.198859227,0.016438,0.0,0.0,0.158279943,0.799133
736,0.192353738,0.18993809,0.0163398,0.0,0.0,0.1578742908,0.799422
737,0.17488421899999998,0.172594267,0.016241600000000002,0.0,0.0,0.15746863860000002,0.799711
738,0.166465455,0.164362464,0.0161434,0.0,0.0,0.1570629864,0.8
739,0.157946505,0.155972631,0.0160452,0.0,0.0,0.1566573342,0.800289
740,0.14971551,0.14778897400000002,0.015947,0.0,0.0,0.156251682,0.800578
741,0.134683217,0.132914748,0.0157508,0.0,0.0,0.1545668896,0.8047688
742,0.127554897,0.125944933,0.0155546,0.0,0.0,0.1528820972,0.8089596
743,0.120561419,0.11899211,0.0153584,0.0,0.0,0.15119730480000002,0.8131503999999999
744,0.10738162,0.105898146,0.0151622,0.0,0.0,0.14951251240000002,0.8173412
745,0.100788885,0.099506081,0.014966,0.0,0.0,0.14782772,0.8215319999999999
746,0.094851454,0.093519006,0.015015,0.0,0.0,0.1461429276,0.8202313999999999
747,0.083449167,0.082136202,0.015064000000000001,0.0,0.0,0.1444581352,0.8189308
748,0.077977379,0.07672008,0.015113,0.0,0.0,0.1427733428,0.8176302
749,0.073035506,0.071804675,0.015162,0.0,0.0,0.1410885504,0.8163296
750,0.064188904,0.06299399,0.015211,0.0,0.0,0.13940375800000002,0.815029
751,0.060425317,0.059221057,0.0150638,0.0,0.0,0.1323047558,0.81474
752,0.056966699,0.055782313,0.0149166,0.0,0.0,0.12520575360000002,0.814451
753,0.050902618,0.049709143,0.0147694,0.0,0.0,0.11810675140000002,0.8141619999999999
754,0.048183107,0.046994851,0.0146222,0.0,0.0,0.1110077492,0.813873
755,0.04551526400000001,0.044383082000000004,0.014475,0.0,0.0,0.10390874700000001,0.813584
756,0.04069437,0.039574731,0.0146222,0.0,0.0,0.09680974480000001,0.7433382
757,0.037575376,0.036483769,0.0147694,0.0,0.0,0.0897107426,0.6730924
758,0.031846507999999996,0.030886392999999998,0.0149166,0.0,0.0,0.08261174040000001,0.6028466
759,0.018434391,0.017711431,0.0150638,0.0,0.0,0.07551273820000001,0.5326008
760,0.014327526,0.013656817,0.015211,0.0,0.0,0.068413736,0.462355
761,0.012298100000000001,0.01163894,0.0153092,0.0,0.0,0.0713756269,0.4618782
762,0.013439903999999999,0.012674925,0.0154074,0.0,0.0,0.0743375178,0.4614014
763,0.014079582,0.013272953,0.015505600000000001,0.0,0.0,0.0772994087,0.4609246
764,0.015063861000000001,0.014231563999999999,0.015603800000000001,0.0,0.0,0.0802612996,0.4604478
765,0.018547935,0.01762811,0.015702,0.0,0.0,0.0832231905,0.459971
766,0.020080023,0.019108793,0.0152604,0.0,0.0,0.0861850814,0.5195664
767,0.021115907000000003,0.020157805,0.0148188,0.0,0.0,0.0891469723,0.5791618
768,0.021882107999999997,0.020867531,0.0143772,0.0,0.0,0.0921088632,0.6387571999999999
769,0.021868876000000002,0.020845441,0.0139356,0.0,0.0,0.0950707541,0.6983526
770,0.02157525,0.020539573000000002,0.013493999999999999,0.0,0.0,0.098032645,0.757948
771,0.021034624,0.01997032,0.0131014,0.0,0.0,0.0969356914,0.7624278
772,0.020584733,0.019535873999999998,0.0127088,0.0,0.0,0.0958387378,0.7669076
773,0.020132321,0.019130317,0.0123162,0.0,0.0,0.0947417842,0.7713874
774,0.019488611,0.018493092,0.0119236,0.0,0.0,0.0936448306,0.7758672
775,0.019213509,0.018182524,0.011531,0.0,0.0,0.092547877,0.780347
776,0.018826376000000002,0.017821487,0.011187599999999999,0.0,0.0,0.0914509234,0.7794800000000001
777,0.018151098,0.01711986,0.0108442,0.0,0.0,0.0903539698,0.778613
778,0.017842916,0.016872221,0.0105008,0.0,0.0,0.0892570162,0.777746
779,0.017541161,0.016561822,0.0101574,0.0,0.0,0.0881600626,0.776879
780,0.016956807,0.015976821999999998,0.009814,0.0,0.0,0.087063109,0.776012
781,0.016607668,0.015648693999999998,0.009814,0.0,0.0,0.0856411486,0.7742778
782,0.016311206,0.015345771999999999,0.009814,0.0,0.0,0.0842191882,0.7725436
783,0.015639393999999997,0.014725654,0.009814,0.0,0.0,0.0827972278,0.7708094
784,0.01530878,0.014366656,0.009814,0.0,0.0,0.0813752674,0.7690752
785,0.014958949,0.014066226000000001,0.009814,0.0,0.0,0.079953307,0.7673409999999999
786,0.014288838,0.013384425,,0.0,0.0,0.0785313466,0.7615605999999999
787,0.013918906000000002,0.013072326,,0.0,0.0,0.0771093862,0.7557802
788,0.013521628,0.012687103,,0.0,0.0,0.0756874258,0.7499998
789,0.012714281000000001,0.011905725,,0.0,0.0,0.07426546540000001,0.7442194000000001
790,0.012457893999999999,0.011611979,,0.0,0.0,0.072843505,0.7384390000000001
791,0.012094200000000001,0.011310358999999999,,0.0,0.0,0.0717445783,0.7359824
792,0.011552376999999999,0.010767048000000001,,0.0,0.0,0.0706456516,0.7335258
793,0.011275385,0.010500093,,0.0,0.0,0.0695467249,0.7310692000000001
794,0.011010806000000001,0.01023835,,0.0,0.0,0.0684477982,0.7286126
795,0.01060792,0.009840213,,0.0,0.0,0.0673488715,0.726156
796,0.010387889,0.009653973,,0.0,0.0,0.0662499448,0.7255780000000001
797,0.010160486,0.009415623,,0.0,0.0,0.0651510181,0.725
798,0.009748401,0.008997434,,0.0,0.0,0.0640520914,0.724422
799,0.009549479,0.008786216,,0.0,0.0,0.0629531647,0.7238439999999999
800,0.009297502,0.008587685,,0.0,0.0,0.061854238,0.723266
801,0.00894244,0.008231236,,0.0,0.0,0.0611774884,0.7220521999999999
802,0.008745723,0.008047602,,0.0,0.0,0.0605007388,0.7208384
803,0.008597398000000001,0.00787422,,0.0,0.0,0.0598239892,0.7196246
804,0.008399672,0.007677501999999999,,0.0,0.0,0.0591472396,0.7184108
805,0.008312593,0.007623975,,0.0,0.0,0.05847049,0.717197
806,0.008236980999999999,0.007550510999999999,,0.0,0.0,0.0577937404,0.7144224
807,0.007926151999999999,0.007249514,,0.0,0.0,0.0571169908,0.7116477999999999
808,0.007785073000000001,0.0071090419999999994,,0.0,0.0,0.0564402412,0.7088732
809,0.007658549000000001,0.006984486,,0.0,0.0,0.0557634916,0.7060985999999999
810,0.007377461,0.0067237619999999994,,0.0,0.0,0.055086742,0.703324
811,0.007113134,0.006514921999999999,,0.0,0.0,0.0538186998,0.6828616
812,0.006912448000000001,0.006284955,,0.0,0.0,0.0525506576,0.6623992
813,0.00636174,0.00579772,,0.0,0.0,0.0512826154,0.6419368
814,0.006071453,0.005547248,,0.0,0.0,0.0500145732,0.6214744
815,0.005820989,0.0052974,,0.0,0.0,0.048746530999999996,0.601012
816,0.005557922,0.005070151,,0.0,0.0,0.047478488799999996,0.6014888
817,0.005536625,0.005040188,,0.0,0.0,0.046210446599999996,0.6019656
818,0.005621246999999999,0.005101078,,0.0,0.0,0.0449424044,0.6024424
819,0.005868371999999999,0.0053295719999999994,,0.0,0.0,0.0436743622,0.6029192
820,0.005871586,0.005353701999999999,,0.0,0.0,0.04240632,0.603396
821,0.005553448000000001,0.005052025999999999,,0.0,0.0,0.041924877299999996,0.6036272
822,0.005520368,0.005010564,,0.0,0.0,0.041443434599999995,0.6038584
823,0.005489556,0.004994307,,0.0,0.0,0.0409619919,0.6040896000000001
824,0.005889607,0.0053512659999999995,,0.0,0.0,0.0404805492,0.6043208000000001
825,0.005950663,0.005411816999999999,,0.0,0.0,0.0399991065,0.6045520000000001
826,0.005869443,0.005349624,,0.0,0.0,0.0395176638,0.6052746000000001
827,0.005694906,0.00518757,,0.0,0.0,0.0390362211,0.6059972
828,0.005601399,0.005092582,,0.0,0.0,0.0385547784,0.6067198
829,0.005542674,0.005050893,,0.0,0.0,0.0380733357,0.6074423999999999
830,0.005688416,0.005195614,,0.0,0.0,0.037591893,0.608165
831,0.005711036,0.005179641,,0.0,0.0,0.0375508867,0.61685
832,0.005699315999999999,0.005190742,,0.0,0.0,0.0375098804,0.625535
833,0.005756781,0.00524982,,0.0,0.0,0.0374688741,0.63422
834,0.005862323000000001,0.0053561369999999995,,0.0,0.0,0.0374278678,0.642905
835,0.005947071999999999,0.005438269,,0.0,0.0,0.0373868615,0.65159
836,0.005952364,0.005431868,,0.0,0.0,0.0373458552,0.6558674
837,0.006005671,0.005477521999999999,,0.0,0.0,0.0373048489,0.6601448
838,0.006037428,0.0055085609999999995,,0.0,0.0,0.0372638426,0.6644222000000001
839,0.006078131999999999,0.005559823,,0.0,0.0,0.0372228363,0.6686996000000001
840,0.006077124000000001,0.005567696,,0.0,0.0,0.03718183,0.672977
841,0.006068429,0.005530709,,0.0,0.0,0.0365241963,0.6727746
842,0.006024448000000001,0.005522325,,0.0,0.0,0.0358665626,0.6725722
843,0.006059796,0.005543283,,0.0,0.0,0.0352089289,0.6723698
844,0.006055008000000001,0.005551043,,0.0,0.0,0.0345512952,0.6721674
845,0.006084244,0.005554442,,0.0,0.0,0.0338936615,0.6719649999999999
846,0.006087584,0.005562428,,0.0,0.0,0.0332360278,0.6666616
847,0.006017832,0.005525384,,0.0,0.0,0.0325783941,0.6613581999999999
848,0.005846949000000001,0.0053651440000000005,,0.0,0.0,0.0319207604,0.6560547999999999
849,0.005791436999999999,0.00532691,,0.0,0.0,0.0312631267,0.6507513999999999
850,0.005769951,0.005283919000000001,,0.0,0.0,0.030605492999999998,0.6454479999999999
851,0.005854384,0.005377605,,0.0,0.0,0.030514362899999998,0.6422688
852,0.00566359,0.00521102,,0.0,0.0,0.030423232799999998,0.6390895999999999
853,0.005423774,0.004985415,,0.0,0.0,0.0303321027,0.6359104
854,0.005383069,0.00493557,,0.0,0.0,0.0302409726,0.6327311999999999
855,0.005502661999999999,0.005036732,,0.0,0.0,0.0301498425,0.629552
856,0.005668756,0.005219517,,0.0,0.0,0.0300587124,0.636604
857,0.005727482,0.005267209,,0.0,0.0,0.0299675823,0.643656
858,0.005608897,0.005168992,,0.0,0.0,0.0298764522,0.650708
859,0.005620365,0.005172447,,0.0,0.0,0.0297853221,0.65776
860,0.005528748000000001,0.005098359,,0.0,0.0,0.029694192,0.664812
861,0.005509278,0.0050672059999999994,,0.0,0.0,0.029326549900000002,0.6583958
862,0.005362276,0.004919483,,0.0,0.0,0.028958907800000003,0.6519796
863,0.005360449000000001,0.004898129,,0.0,0.0,0.0285912657,0.6455634
864,0.0052341770000000004,0.004809428,,0.0,0.0,0.0282236236,0.6391472
865,0.00488466,0.004474616,,0.0,0.0,0.0278559815,0.632731
866,0.004855109,0.004455754,,0.0,0.0,0.027488339400000002,0.6348842
867,0.004804385,0.0044053420000000005,,0.0,0.0,0.027120697300000003,0.6370374
868,0.004952522,0.004556634,,0.0,0.0,0.0267530552,0.6391906
869,0.004907218,0.004530692,,0.0,0.0,0.0263854131,0.6413438
870,0.00487231,0.004467309,,0.0,0.0,0.026017771000000002,0.643497
871,0.00486916,0.00448062,,0.0,0.0,0.025742005300000002,0.642052
872,0.004833559,0.00444216,,0.0,0.0,0.025466239600000003,0.640607
873,0.004755994,0.004372094,,0.0,0.0,0.0251904739,0.639162
874,0.004660786,0.0042969290000000005,,0.0,0.0,0.0249147082,0.6377170000000001
875,0.004673829,0.004283279,,0.0,0.0,0.0246389425,0.6362720000000001
876,0.0046819570000000005,0.0042728,,0.0,0.0,0.0243631768,0.6345956
877,0.004587442,0.0042328109999999995,,0.0,0.0,0.0240874111,0.6329192
878,0.004561923,0.004210267,,0.0,0.0,0.023811645399999998,0.6312428
879,0.004508806,0.004143939,,0.0,0.0,0.023535879699999998,0.6295664
880,0.004530418,0.0041421259999999994,,0.0,0.0,0.023260114,0.62789
881,0.0044473709999999994,0.0040917720000000005,,0.0,0.0,0.022983476599999997,0.6268206
882,0.004452979,0.004080556,,0.0,0.0,0.0227068392,0.6257512
883,0.004461611,0.004107405,,0.0,0.0,0.0224302018,0.6246818000000001
884,0.004462997,0.0040738729999999996,,0.0,0.0,0.0221535644,0.6236124000000001
885,0.004316184,0.003977808,,0.0,0.0,0.021876926999999997,0.6225430000000001
886,0.004278756,0.0039553209999999995,,0.0,0.0,0.0216002896,0.6221528000000001
887,0.004316625,0.003953848,,0.0,0.0,0.021323652199999998,0.6217626
888,0.0043201540000000005,0.003968009000000001,,0.0,0.0,0.0210470148,0.6213724
889,0.004284994,0.003959456,,0.0,0.0,0.020770377399999998,0.6209822
890,0.004204971,0.0038639000000000004,,0.0,0.0,0.02049374,0.620592
891,0.004110015,0.0037844309999999996,,0.0,0.0,0.0197750969,0.6038146
892,0.004028607,0.003715498,,0.0,0.0,0.0190564538,0.5870372
893,0.00395457,0.003652059,,0.0,0.0,0.0183378107,0.5702598
894,0.0036436159999999997,0.003375418,,0.0,0.0,0.0176191676,0.5534824
895,0.0034837590000000003,0.003221692,,0.0,0.0,0.0169005245,0.536705
896,0.0034107940000000004,0.003158309,,0.0,0.0,0.0161818814,0.5179044
897,0.003048108,0.002828935,,0.0,0.0,0.0154632383,0.4991038
898,0.003061214,0.002837658,,0.0,0.0,0.0147445952,0.48030320000000004
899,0.002952459,0.002738817,,0.0,0.0,0.014025952099999999,0.46150260000000004
900,0.002970417,0.002750372,,0.0,0.0,0.013307309,0.44270200000000004
901,0.0029981409999999997,0.0027816390000000002,,0.0,0.0,0.0132453437,0.4558668
902,0.00310488,0.00286343,,0.0,0.0,0.0131833784,0.46903160000000005
903,0.003358432,0.0031087470000000002,,0.0,0.0,0.0131214131,0.4821964
904,0.003393781,0.00315542,,0.0,0.0,0.0130594478,0.49536120000000006
905,0.003378028,0.0031277220000000003,,0.0,0.0,0.012997482500000001,0.508526
906,0.003080747,0.002884218,,0.0,0.0,0.012935517200000001,0.4969508
907,0.002940046,0.002740007,,0.0,0.0,0.0128735519,0.4853756
